NN_type,units,epochs,batch_size,max_iterations,Users,round_iteration,start_time,end_time,round_time_s,round_time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
MLP,20,3,16,120,20,0,2023-03-08 20:51:10.478085,2023-03-08 20:51:33.054217,22.57613205909729,0.3762688676516215,awake,0.8136676353715675,0.8136662539755499,1.0,0.897261281883584,6.474158861780044e-05,0.5000198925800676,"[[1 25134]
 [0 109753]]",1.0,25134.0,0.0,109753.0
MLP,20,3,16,120,20,0,2023-03-08 20:51:10.478085,2023-03-08 20:51:33.054217,22.57613205909729,0.3762688676516215,asleep,0.8136676353715675,1.0,3.9785160135269546e-05,7.95671546785487e-05,6.474158861780044e-05,0.5000198925800676,"[[109753 0]
 [25134 1]]",109753.0,0.0,25134.0,1.0
MLP,20,3,16,120,20,0,2023-03-08 20:51:10.478085,2023-03-08 20:51:33.054217,22.57613205909729,0.3762688676516215,avg,0.8136676353715675,0.906833126987775,0.5000198925800676,0.44867042451913125,6.474158861780044e-05,0.5000198925800676,,,,,
MLP,20,3,16,120,20,1,2023-03-08 20:51:33.755784,2023-03-08 20:51:48.053191,14.297406911849976,0.2382901151974996,awake,0.8138233200877766,0.8140211326130832,0.9995535429555457,0.897297164660704,0.003858682220258869,0.5011891446625749,"[[71 25064]
 [49 109704]]",71.0,25064.0,49.0,109704.0
MLP,20,3,16,120,20,1,2023-03-08 20:51:33.755784,2023-03-08 20:51:48.053191,14.297406911849976,0.2382901151974996,asleep,0.8138233200877766,0.5916666666666667,0.0028247463696041376,0.00562264898039992,0.003858682220258869,0.5011891446625748,"[[109704 49]
 [25064 71]]",109704.0,49.0,25064.0,71.0
MLP,20,3,16,120,20,1,2023-03-08 20:51:33.755784,2023-03-08 20:51:48.053191,14.297406911849976,0.2382901151974996,avg,0.8138233200877766,0.7028438996398749,0.5011891446625749,0.4514599068205519,0.003858682220258869,0.5011891446625749,,,,,
MLP,20,3,16,120,20,2,2023-03-08 20:51:48.754303,2023-03-08 20:52:02.903947,14.149644136428833,0.23582740227381388,awake,0.8138084929719471,0.8139298537135397,0.9997084362158666,0.8973041049734827,0.0028861282266391397,0.5008886322714503,"[[52 25083]
 [32 109721]]",52.0,25083.0,32.0,109721.0
MLP,20,3,16,120,20,2,2023-03-08 20:51:48.754303,2023-03-08 20:52:02.903947,14.149644136428833,0.23582740227381388,asleep,0.8138084929719471,0.6190476190476191,0.002068828327034016,0.004123874856259169,0.0028861282266391397,0.5008886322714503,"[[109721 32]
 [25083 52]]",109721.0,32.0,25083.0,52.0
MLP,20,3,16,120,20,2,2023-03-08 20:51:48.754303,2023-03-08 20:52:02.903947,14.149644136428833,0.23582740227381388,avg,0.8138084929719471,0.7164887363805794,0.5008886322714503,0.45071398991487094,0.0028861282266391397,0.5008886322714503,,,,,
MLP,20,3,16,120,20,3,2023-03-08 20:52:03.604797,2023-03-08 20:52:17.729420,14.12462306022644,0.23541038433710734,awake,0.8154098214815254,0.8155033686809346,0.9991890882253788,0.8980497651774784,0.019520232784972613,0.5060596326346707,"[[325 24810]
 [89 109664]]",325.0,24810.0,89.0,109664.0
MLP,20,3,16,120,20,3,2023-03-08 20:52:03.604797,2023-03-08 20:52:17.729420,14.12462306022644,0.23541038433710734,asleep,0.8154098214815254,0.785024154589372,0.012930177043962602,0.025441308857489527,0.019520232784972613,0.5060596326346707,"[[109664 89]
 [24810 325]]",109664.0,89.0,24810.0,325.0
MLP,20,3,16,120,20,3,2023-03-08 20:52:03.604797,2023-03-08 20:52:17.729420,14.12462306022644,0.23541038433710734,avg,0.8154098214815254,0.8002637616351533,0.5060596326346707,0.46174553701748394,0.019520232784972613,0.5060596326346707,,,,,
MLP,20,3,16,120,20,4,2023-03-08 20:52:18.431817,2023-03-08 20:52:32.488760,14.0569429397583,0.234282382329305,awake,0.81684805171698,0.8182362449859306,0.9962005594380108,0.898490818770878,0.0471666229168024,0.514949295036292,"[[847 24288]
 [417 109336]]",847.0,24288.0,417.0,109336.0
