NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,2,32,4,1,2023-03-10 00:17:56.118090,2023-03-10 00:20:10.120198,134.00210809707642,2.233368468284607,awake,0.7024918918125651,0.7035773993579026,0.9950410629282838,0.8243033015985821,0.014463490889814579,0.6457344017406255,"[[626 40071]
 [474 95111]]",626.0,40071.0,474.0,95111.0
LSTM,128,2,32,4,1,2023-03-10 00:17:56.118090,2023-03-10 00:20:10.120198,134.00210809707642,2.233368468284607,asleep,0.7041135292995406,0.5645454545454546,0.015346216576879356,0.02988019054034547,0.014390559213506515,0.6453481076450006,"[[95337 479]
 [39845 621]]",95337.0,479.0,39845.0,621.0
LSTM,128,2,32,4,1,2023-03-10 00:17:56.118090,2023-03-10 00:20:10.120198,134.00210809707642,2.233368468284607,avg,0.7033027105560529,0.6340614269516787,0.5051936397525816,0.4270917460694638,0.014427025051660547,0.645541254692813,,,,,
LSTM,128,7,32,4,1,2023-03-10 00:20:10.872022,2023-03-10 00:27:44.623062,453.75103998184204,7.5625173330307005,awake,0.716837146505041,0.7142298700224773,0.9939739498875346,0.8311957586786113,0.08139983831958364,0.6928597628289703,"[[2683 38014]
 [576 95009]]",2683.0,38014.0,576.0,95009.0
LSTM,128,7,32,4,1,2023-03-10 00:20:10.872022,2023-03-10 00:27:44.623062,453.75103998184204,7.5625173330307005,asleep,0.7184587839920166,0.8217244553544032,0.06617901448129293,0.12249285305889078,0.08185335176386954,0.6923965366909586,"[[95235 581]
 [37788 2678]]",95235.0,581.0,37788.0,2678.0
LSTM,128,7,32,4,1,2023-03-10 00:20:10.872022,2023-03-10 00:27:44.623062,453.75103998184204,7.5625173330307005,avg,0.7176479652485288,0.7679771626884402,0.5300764821844137,0.47684430586875104,0.08162659504172659,0.6926281497599645,,,,,
LSTM,128,15,32,4,1,2023-03-10 00:27:45.385934,2023-03-10 00:43:33.621000,948.2350659370422,15.80391776561737,awake,0.7295827768890976,0.7308901923167644,0.9725270701469896,0.8345700293126126,0.1692373190620159,0.7077596681250253,"[[6470 34227]
 [2626 92959]]",6470.0,34227.0,2626.0,92959.0
LSTM,128,15,32,4,1,2023-03-10 00:27:45.385934,2023-03-10 00:43:33.621000,948.2350659370422,15.80391776561737,asleep,0.7310283089476233,0.7094327176781002,0.1594672070380072,0.260401113756507,0.16993276251867973,0.7073519842255523,"[[93173 2643]
 [34013 6453]]",93173.0,2643.0,34013.0,6453.0
LSTM,128,15,32,4,1,2023-03-10 00:27:45.385934,2023-03-10 00:43:33.621000,948.2350659370422,15.80391776561737,avg,0.7303055429183605,0.7201614549974323,0.5659971385924984,0.5474855715345598,0.1695850407903478,0.7075558261752888,,,,,
LSTM,128,30,32,4,1,2023-03-10 00:43:34.372790,2023-03-10 01:14:58.232046,1883.8592557907104,31.397654263178506,awake,0.710622092425999,0.7086665675635498,0.9974786838939164,0.8286279196089082,0.04738315110001079,0.6868975030890212,"[[1501 39196]
 [241 95344]]",1501.0,39196.0,241.0,95344.0
